,additional_info,address,latitude,longitude,name,phone_number,type,url
4031,Yelp Rating: 5.0 Reviews: 1,654 E 47th St,41.80979537963871,-87.6092376708984,Alamdar H Bader DDS PC,17736245800,Health,https://www.yelp.com/biz/alamdar-h-bader-dds-pc-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4032,Yelp Rating: 2.0 Reviews: 4,4720 S Cottage Grove Ave,41.8087993717157,-87.606907487172,Walmart Pharmacy,17734200083,Health,https://www.yelp.com/biz/walmart-pharmacy-chicago-7?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4033,Yelp Rating: 2.0 Reviews: 1,4829 S Cottage Grove Ave,41.80724489999999,-87.6063412,Cottage View Health Center,17735481170,Health,https://www.yelp.com/biz/cottage-view-health-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4034,Yelp Rating: 1.0 Reviews: 1,4505 S Drexel,41.8128891,-87.6037979,The Estates of Hyde Park,17732850550,Health,https://www.yelp.com/biz/the-estates-of-hyde-park-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4035,Yelp Rating: 5.0 Reviews: 1,625 E Pershing Rd,41.82356,-87.6116,Mastercare Medical Center,17735386900,Health,https://www.yelp.com/biz/mastercare-medical-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4036,Yelp Rating: 4.5 Reviews: 2,1040 E 47th,41.80997,-87.59996,Ivory Dental Specialists,17739855695,Health,https://www.yelp.com/biz/ivory-dental-specialists-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4037,Yelp Rating: 5.0 Reviews: 8,1507 E 53rd St,41.79874,-87.58835,XL Transportation,18722214958,Transport,https://www.yelp.com/biz/xl-transportation-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4038,Yelp Rating: 3.0 Reviews: 31,13201 S Baltimore Ave,41.65537,-87.54675999999999,Doreen's Pizzeria,17736460063,Restaurants,https://www.yelp.com/biz/doreens-pizzeria-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4039,Yelp Rating: 3.5 Reviews: 14,13307 S Brandon Ave,41.653490776774895,-87.54570954212289,El Taquin,13127149295,Restaurants,https://www.yelp.com/biz/el-taquin-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4040,Yelp Rating: 3.0 Reviews: 8,13322 S Baltimore,41.652854999999995,-87.547524,Baltimore Food & Liquor Store,17736465520,Restaurants,https://www.yelp.com/biz/baltimore-food-and-liquor-store-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4041,Yelp Rating: 4.0 Reviews: 45,13227 S Brainard Ave,41.65498,-87.55391,Chicago Pita Kitchen,17736462000,Restaurants,https://www.yelp.com/biz/chicago-pita-kitchen-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4042,Yelp Rating: 4.0 Reviews: 15,13328 S Baltimore Ave,41.65278,-87.54751999999999,China Garden,17736463826,Restaurants,https://www.yelp.com/biz/china-garden-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4043,Yelp Rating: 4.0 Reviews: 18,13343 S Baltimore Ave,41.6523895263672,-87.54678344726558,Los Cantaritos,17736464015,Restaurants,https://www.yelp.com/biz/los-cantaritos-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4044,Yelp Rating: 4.5 Reviews: 15,13157 S Ave M,41.655602,-87.53721,Club 81 Too,17736464292,Restaurants,https://www.yelp.com/biz/club-81-too-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4045,Yelp Rating: 3.5 Reviews: 4,2642 E 130th St,41.6593149,-87.55829969999999,Alejandra's Mexican Restaurant,17085621000,Restaurants,https://www.yelp.com/biz/alejandras-mexican-restaurant-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4046,Yelp Rating: 4.5 Reviews: 35,13460 S Baltimore Ave,41.650090000000006,-87.54753000000001,Pudgy's Pizza & Sandwiches,17736464199,Restaurants,https://www.yelp.com/biz/pudgys-pizza-and-sandwiches-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4047,Yelp Rating: 1.0 Reviews: 7,13770 S Ave O,41.6450424,-87.540184,Burger King,17736460930,Restaurants,https://www.yelp.com/biz/burger-king-chicago-65?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4048,Yelp Rating: 3.5 Reviews: 18,13931 S Torrence Ave,41.64169129999999,-87.5591245,Harbour Point Shrimp House,17088689240,Restaurants,https://www.yelp.com/biz/harbour-point-shrimp-house-burnham?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4049,Yelp Rating: 2.5 Reviews: 4,3516 E 118th St,41.6812401486427,-87.53799801644159,Wendy's,17736464420,Restaurants,https://www.yelp.com/biz/wendys-chicago-34?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4050,Yelp Rating: 1.0 Reviews: 2,13833 S Saginaw Ave,41.643665999999996,-87.55787600000001,La Barca Food Products,17088323611,Food,https://www.yelp.com/biz/la-barca-food-products-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4051,Yelp Rating: 1.0 Reviews: 7,11801 S Avenue O,41.6805801,-87.539299,Walgreens,17737312147,Food,https://www.yelp.com/biz/walgreens-chicago-172?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4052,Yelp Rating: 4.0 Reviews: 32,3448 E 118th St,41.6810642,-87.53931340000001,Pete's Fresh Market,17736466400,Food,https://www.yelp.com/biz/petes-fresh-market-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4053,Yelp Rating: 2.0 Reviews: 3,2526 E State St,41.6301349,-87.55691340000001,Burnham Liquors & Pantry,17088915944,Food,https://www.yelp.com/biz/burnham-liquors-and-pantry-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4054,Yelp Rating: 4.5 Reviews: 3,4203 S Hohman Ave,41.6373443603516,-87.5168838500977,Kwik Mart,12199339109,Food,https://www.yelp.com/biz/kwik-mart-hammond-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4055,Yelp Rating: 3.5 Reviews: 3,2047 Calumet Ave,41.675724648288,-87.5081056,7-Eleven,12196594393,Food,https://www.yelp.com/biz/7-eleven-whiting?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4056,Yelp Rating: 5.0 Reviews: 1,3646 E 112th St,41.6919749,-87.5348501,Poopsies Pastry,17733744343,Food,https://www.yelp.com/biz/poopsies-pastry-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4057,Yelp Rating: 5.0 Reviews: 1,2208 E State St,41.629924,-87.563682,J & J Fish,17088681950,Food,https://www.yelp.com/biz/j-and-j-fish-chicago-10?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4058,Yelp Rating: 4.5 Reviews: 7,1836 Calumet Ave,41.6802698,-87.50869490000001,Strack and Van Til,12196592030,Food,https://www.yelp.com/biz/strack-and-van-til-whiting?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4059,Yelp Rating: 4.0 Reviews: 3,13101 S Baltimore Ave,41.6572,-87.54675,Pk Alexander,17736460500,Health,https://www.yelp.com/biz/pk-alexander-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4060,Yelp Rating: 5.0 Reviews: 3,1703 Calumet Ave,41.6826429,-87.508209,Gomez Hoffman Eye Care,12196591105,Health,https://www.yelp.com/biz/gomez-hoffman-eye-care-whiting-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4061,Yelp Rating: 1.0 Reviews: 2,1029 E 130th St,41.6587333684434,-87.59661950937509,TCA Health,17739956300,Health,https://www.yelp.com/biz/tca-health-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4062,Yelp Rating: 1.0 Reviews: 2,510 Burnham Ave,41.62151,-87.53999,Burnham Medical Center,17088620305,Health,https://www.yelp.com/biz/burnham-medical-center-calumet-city?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4063,Yelp Rating: 2.0 Reviews: 1,1721 Sibley Blvd,41.6227648,-87.56702159999999,Crossroads of America Dental Clinic,17088681770,Health,https://www.yelp.com/biz/crossroads-of-america-dental-clinic-calumet-city?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4064,Yelp Rating: 2.5 Reviews: 3,2075 Indianapolis Blvd,41.6763916,-87.49565890000001,Whiting Medical Center,12196591690,Health,https://www.yelp.com/biz/whiting-medical-center-whiting?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4065,Yelp Rating: 5.0 Reviews: 1,2075 Indianapolis Blvd,41.676359999999995,-87.4956,Whiting Smiles Family Dentistry,12196555350,Health,https://www.yelp.com/biz/whiting-smiles-family-dentistry-whiting-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4066,Yelp Rating: 3.0 Reviews: 2,1332 119th St,41.6790733337402,-87.4963836669922,Fried Kenneth DDS,12196594900,Health,https://www.yelp.com/biz/fried-kenneth-dds-whiting?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4067,Yelp Rating: 5.0 Reviews: 1,1334 119th St,41.67908,-87.49625,Levin Eye Care Center,12196593050,Health,https://www.yelp.com/biz/levin-eye-care-center-whiting-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4068,Yelp Rating: 3.0 Reviews: 2,1234 E Sibley Blvd,41.62322,-87.58618,Bud's Ambulance Service,17088490945,Transport,https://www.yelp.com/biz/buds-ambulance-service-dolton?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4069,Yelp Rating: 1.0 Reviews: 1,1122 E 162nd St,41.6009236938811,-87.5896271288361,No Limit Livery Taxi Cab,17089982197,Transport,https://www.yelp.com/biz/no-limit-livery-taxi-cab-south-holland-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4070,Yelp Rating: 1.0 Reviews: 1,3122 Bernice Rd,41.579395299999995,-87.5411072,Ambassador Transportation Service,13124988636,Transport,https://www.yelp.com/biz/ambassador-transportation-service-lansing-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4071,Yelp Rating: 3.5 Reviews: 227,4313 W Fullerton Ave,41.92409,-87.73477,Ponce Restaurant,17734863148,Restaurants,https://www.yelp.com/biz/ponce-restaurant-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4072,Yelp Rating: 5.0 Reviews: 50,4312 W Fullerton Ave,41.924690000000005,-87.73465999999999,Tacotlan,17736665259,Restaurants,https://www.yelp.com/biz/tacotlan-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4073,Yelp Rating: 3.5 Reviews: 19,4318 W Fullerton Ave,41.924690000000005,-87.73493,Mariscos Nayarit,17732523840,Restaurants,https://www.yelp.com/biz/mariscos-nayarit-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4074,Yelp Rating: 5.0 Reviews: 36,4238 W Fullerton Ave,41.92471,-87.73325,Taqueria El Tapatio,17732781468,Restaurants,https://www.yelp.com/biz/taqueria-el-tapatio-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4075,Yelp Rating: 4.0 Reviews: 70,4436 W Fullerton,41.9246826171875,-87.7380599975586,Mr. Gee's,17732351166,Restaurants,https://www.yelp.com/biz/mr-gees-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4076,Yelp Rating: 4.0 Reviews: 21,4035 W Fullerton Ave,41.9243385,-87.7281273,The Levee,17733422808,Restaurants,https://www.yelp.com/biz/the-levee-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4077,Yelp Rating: 3.0 Reviews: 30,4608 W Fullerton Ave,41.924414899999995,-87.7420833,Domino's Pizza,17737729000,Restaurants,https://www.yelp.com/biz/dominos-pizza-chicago-11?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4078,Yelp Rating: 4.0 Reviews: 466,4612 W Fullerton Ave,41.924414899999995,-87.74234670000001,Señor Pan Cafe,17732271020,Restaurants,https://www.yelp.com/biz/se%C3%B1or-pan-cafe-chicago-4?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4079,Yelp Rating: 3.0 Reviews: 21,2459 N Pulaski Rd,41.9262315,-87.72669599999999,Aquarius Mexican Restaurant,17733423581,Restaurants,https://www.yelp.com/biz/aquarius-mexican-restaurant-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4080,Yelp Rating: 4.0 Reviews: 33,3947 W Fullerton Ave,41.92419,-87.72612,Best Taco & Burrito Joint,17738629882,Restaurants,https://www.yelp.com/biz/best-taco-and-burrito-joint-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4081,Yelp Rating: 4.5 Reviews: 301,2555 N Pulaski Rd,41.927846876332396,-87.72652409970759,El Cubanito,17732352555,Restaurants,https://www.yelp.com/biz/el-cubanito-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4082,Yelp Rating: 2.5 Reviews: 14,4715 W. Fullerton Ave.,41.9241,-87.7444,KFC,17733843657,Restaurants,https://www.yelp.com/biz/kfc-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4083,Yelp Rating: 3.0 Reviews: 4,4404 W Fullerton Ave,41.924690000000005,-87.73703990000001,International Foods,17734866277,Food,https://www.yelp.com/biz/international-foods-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4084,Yelp Rating: 2.0 Reviews: 1,4545 W Lyndale Ave,41.92132,-87.74019,Rosen's Bakery Division of Alpha Baking,17734895400,Food,https://www.yelp.com/biz/rosens-bakery-division-of-alpha-baking-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4085,Yelp Rating: 3.5 Reviews: 7,4110 W Wrightwood Ave,41.9281129539013,-87.73014709353451,Stewarts Private Blend Coffee,17734892500,Food,https://www.yelp.com/biz/stewarts-private-blend-coffee-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4086,Yelp Rating: 4.5 Reviews: 3,4348 W Armitage Ave,41.9173126220703,-87.73583984375,Central Bakery,17732527302,Food,https://www.yelp.com/biz/central-bakery-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4087,Yelp Rating: 1.0 Reviews: 1,4460 W Armitage Ave,41.917184899999995,-87.7381185,Henry J Meat Specialties,17732275400,Food,https://www.yelp.com/biz/henry-j-meat-specialties-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4088,Yelp Rating: 5.0 Reviews: 1,4301 W Armitage Ave,41.9168090820312,-87.7340545654297,Carniceria Leon II,17732769935,Food,https://www.yelp.com/biz/carniceria-leon-ii-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4089,Yelp Rating: 2.5 Reviews: 8,4401 W Armitage Ave,41.916915100000004,-87.7365293,Cermak Produce 2,17732274700,Food,https://www.yelp.com/biz/cermak-produce-2-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4090,Yelp Rating: 1.5 Reviews: 5,4357 W Armitage Ave,41.9167203369922,-87.73608986288309,La Michoacana Armitage,18728293615,Food,https://www.yelp.com/biz/la-michoacana-armitage-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4091,Yelp Rating: 4.5 Reviews: 17,3855 W Fullerton Ave,41.9243675686032,-87.7240590779098,Dulcelandia,17732357825,Food,https://www.yelp.com/biz/dulcelandia-chicago-5?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4092,Yelp Rating: 3.5 Reviews: 5,4355 W Fullerton Ave,41.92407,-87.73621999999999,Family Dental Care Of Chicago,17734892626,Health,https://www.yelp.com/biz/family-dental-care-of-chicago-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4093,Yelp Rating: 3.5 Reviews: 5,4434 W Fullerton Ave,41.9245562884741,-87.7381642294998,Dental Starz,17734866500,Health,https://www.yelp.com/biz/dental-starz-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4094,Yelp Rating: 4.5 Reviews: 3,5738 S Pulaski Rd,41.924147,-87.730222,La Clinica,17732789525,Health,https://www.yelp.com/biz/la-clinica-chicago-4?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4095,Yelp Rating: 5.0 Reviews: 2,4500 W Fullerton Ave,41.924647,-87.739285,"Advanced Pain Care, MD, SC",17732527246,Health,https://www.yelp.com/biz/advanced-pain-care-md-sc-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4096,Yelp Rating: 5.0 Reviews: 1,4009 W Fullerton Ave,41.924209999999995,-87.72723,Advanced Medical Clinic,17732763333,Health,https://www.yelp.com/biz/advanced-medical-clinic-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4097,Yelp Rating: 2.5 Reviews: 20,3939 W Fullerton Ave,41.92419,-87.7259,Family Dentist,17732350000,Health,https://www.yelp.com/biz/family-dentist-chicago-4?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4098,Yelp Rating: 5.0 Reviews: 1,3900 W Fullerton Ave,41.924819899999996,-87.72452,Binder Stephen R,17732528000,Health,https://www.yelp.com/biz/binder-stephen-r-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4099,Yelp Rating: 4.0 Reviews: 5,4343 W Armitage Ave,41.916779999999996,-87.73571,Brite Dental,17732359020,Health,https://www.yelp.com/biz/brite-dental-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4100,Yelp Rating: 5.0 Reviews: 4,4446 W Diversey Ave,41.93188,-87.7388,Diversey Family Dental PC,17737257900,Health,https://www.yelp.com/biz/diversey-family-dental-pc-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4101,Yelp Rating: 5.0 Reviews: 1,4049 W Diversey Ave,41.9316388694466,-87.7288477777099,ATI Physical Therapy,17736610696,Health,https://www.yelp.com/biz/ati-physical-therapy-chicago-28?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4102,Yelp Rating: 5.0 Reviews: 2,,41.9215421,-87.7024817,GTS LIMOS,17734973284,Transport,https://www.yelp.com/biz/gts-limos-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4103,Yelp Rating: 3.5 Reviews: 142,1172 E 55th St,41.7952007039879,-87.5968811334164,Woodlawn Tap,17736435516,Restaurants,https://www.yelp.com/biz/woodlawn-tap-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4104,Yelp Rating: 4.0 Reviews: 157,1162 E 55th St,41.795194271094,-87.59706092340342,Nile Restaurant,17733249499,Restaurants,https://www.yelp.com/biz/nile-restaurant-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4105,Yelp Rating: 4.0 Reviews: 132,1125 E 55th St,41.794959000000006,-87.598314,Nella Pizza e Pasta,17736430603,Restaurants,https://www.yelp.com/biz/nella-pizza-e-pasta-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4106,Yelp Rating: 3.5 Reviews: 293,1333 E 57th St,41.791379093426,-87.593389399445,Noodles Etc,17736842801,Restaurants,https://www.yelp.com/biz/noodles-etc-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
